Company,Review Date,Cocoa Percentage,Company Location,Rating,Bean Origin,Broad Bean Origin,Bean Type
Szanto Tibor,2012,0.7,Hungary,3.25,Santo Domingo,Dominican Republic,Unknown
Szanto Tibor,2012,0.7,Hungary,3.25,Millot,Madagascar,Unknown
Szanto Tibor,2012,0.7,Hungary,3.75,Ayacucho,Peru,Unknown
Szanto Tibor,2011,0.7,Hungary,3.0,Crudo,Venezuela,Unknown
Tabal,2013,0.7,U.S.A.,2.75,Costa Rica,Costa Rica,Unknown
Tabal,2013,0.7,U.S.A.,2.75,Dominican Republic,Dominican Republic,Unknown
Tabal,2013,0.7,U.S.A.,2.5,Chiapas,Mexico,Unknown
Tabal,2013,0.7,U.S.A.,3.0,Peru,Peru,Unknown
Tablette (aka Vanillabeans),2015,0.7,Japan,3.0,Colombia,Colombia,Unknown
Tablette (aka Vanillabeans),2015,0.62,Japan,3.25,Papua New Guinea,Papua New Guinea,Unknown
Tablette (aka Vanillabeans),2015,0.6,Japan,3.25,Vietnam,Vietnam,Trinitario
Tablette (aka Vanillabeans),2015,0.77,Japan,2.75,Trinidad,Trinidad,Trinitario
Taza,2014,0.68,U.S.A.,3.0,Belize,Belize,Trinitario
Taza,2011,0.87,U.S.A.,3.25,Alto Beni,Bolivia,Unknown
Taza,2009,0.75,U.S.A.,2.75,Chiapas,Mexico,Unknown
Taza,2007,0.7,U.S.A.,3.0,Dark,Dominican Republic,Unknown
TCHO,2016,0.62,U.S.A.,2.0,West Africa,West Africa,Forastero
TCHO,2012,0.99,U.S.A.,3.25,Peru,Peru,Unknown
TCHO,2009,0.6,U.S.A.,2.75,TCHOPro,Unknown,Unknown
TCHO,2009,0.68,U.S.A.,3.0,TCHOPro,Unknown,Unknown
TCHO,2008,0.7,U.S.A.,2.5,Chocolatey-beta,Ghana,Forastero
TCHO,2008,0.7,U.S.A.,2.5,Fruity-beta,Peru,Unknown
TCHO,2008,0.7,U.S.A.,2.75,Citrus-beta,Madagascar,Unknown
TCHO,2008,0.7,U.S.A.,2.5,Nutty-beta,Peru,Unknown
Tejas,2012,0.7,U.S.A.,2.75,Concepcion,Madagascar,Unknown
Tejas,2012,0.7,U.S.A.,3.0,Bayou Blend,Ecuador,Blend
Tejas,2012,0.7,U.S.A.,3.0,Aranama,Papua New Guinea,Unknown
Tejas,2012,0.7,U.S.A.,3.5,Presidio,Dominican Republic,Unknown
Tejas,2012,0.7,U.S.A.,3.25,La Bahia,Ecuador,Unknown
Tejas,2012,0.7,U.S.A.,2.0,Capistrano,Peru,Unknown
Tejas,2012,0.7,U.S.A.,3.25,La Bahia,Ecuador,Unknown
Tejas,2012,0.7,U.S.A.,2.75,San Jose,Bolivia,Unknown
Tejas,2012,0.7,U.S.A.,3.0,Capistrano,Madagascar,Unknown
Tejas,2012,0.7,U.S.A.,3.25,Espada,Mexico,Unknown
Tejas,2012,0.7,U.S.A.,2.75,Espada,Brazil,Unknown
Tejas,2012,0.8,U.S.A.,3.0,Concepcion,Venezuela,Unknown
Tejas,2012,0.67,U.S.A.,3.25,San Jose,Bolivia,Unknown
Tejas,2012,0.7,U.S.A.,3.5,Bahia,Brazil,Forastero
Terroir,2015,0.7,U.S.A.,2.75,Peru,Peru,Unknown
Terroir,2015,0.7,U.S.A.,3.75,Belize,Belize,Trinitario
Terroir,2015,0.7,U.S.A.,3.75,Madagascar,Madagascar,Trinitario
Terroir,2015,0.7,U.S.A.,3.25,Ecuador,Ecuador,Unknown
Terroir,2015,0.7,U.S.A.,3.5,Oko Caribe,Dominican Republic,Unknown
Terroir,2015,0.7,U.S.A.,3.75,Guatemala,Guatemala,Trinitario
Terroir,2014,0.77,U.S.A.,3.25,Ecuador,Ecuador,Unknown
Terroir,2014,0.67,U.S.A.,3.75,Madagascar,Madagascar,Trinitario
Terroir,2014,0.73,U.S.A.,3.75,Uganda,Uganda,Forastero
Theo,2012,0.65,U.S.A.,3.25,Congo,Congo,Forastero
Theo,2007,0.65,U.S.A.,3.5,Madagascar,Madagascar,Trinitario
Theo,2007,0.75,U.S.A.,2.5,Ivory Coast,Ivory Coast,Unknown
Theo,2007,0.84,U.S.A.,3.0,Ghana,Ghana,Forastero
Theo,2007,0.91,U.S.A.,2.0,Venezuela,Venezuela,Blend
Theo,2007,0.75,U.S.A.,3.0,Ghana,Ghana,Blend
Tocoti,2012,0.77,U.S.A.,3.0,Wild Bolivian,Bolivia,Criollo
Tocoti,2011,0.72,U.S.A.,2.75,Venezuela,Venezuela,Unknown
Tocoti,2011,0.74,U.S.A.,3.0,Dominican Republic,Dominican Republic,Unknown
twenty-four blackbirds,2015,0.75,U.S.A.,2.75,Oko Caribe,Dominican Republic,Unknown
twenty-four blackbirds,2015,0.75,U.S.A.,3.5,Cedeno,Ecuador,Unknown
twenty-four blackbirds,2014,0.75,U.S.A.,3.5,Madagascar,Madagascar,Trinitario
twenty-four blackbirds,2013,0.68,U.S.A.,3.25,Dominican Republic,Dominican Republic,Unknown
twenty-four blackbirds,2013,0.75,U.S.A.,2.5,Palo Blanco,Bolivia,Unknown
twenty-four blackbirds,2011,0.73,U.S.A.,2.75,Dominican Republic,Dominican Republic,Unknown
Valrhona,2015,0.63,France,4.0,Piura,Peru,Unknown
Valrhona,2013,0.7,France,3.5,Andoa,Unknown,Unknown
Valrhona,2013,0.64,France,3.5,Loma Sotavento,Dominican Republic,Unknown
Valrhona,2012,0.69,France,4.0,Otucan,Venezuela,Unknown
Valrhona,2011,0.56,France,3.25,Caraque,Unknown,Unknown
Valrhona,2011,0.64,France,4.0,Porcelana,Venezuela,Criollo
Valrhona,2009,0.64,France,3.75,Tainori,Dominican Republic,Unknown
Valrhona,2009,0.66,France,3.75,Alpaco,Ecuador,Unknown
Valrhona,2009,0.68,France,3.5,Nyangbo,Ghana,Forastero
Valrhona,2007,0.72,France,3.0,Araguani,Venezuela,Blend
Valrhona,2007,0.65,France,3.75,Chuao,Venezuela,Trinitario
Valrhona,2007,0.64,France,4.0,Manjari,Madagascar,Criollo
Valrhona,2007,0.85,France,1.5,Le Noir Amer,Unknown,Unknown
Valrhona,2007,0.85,France,2.5,Abinao,West Africa,Forastero
Valrhona,2007,0.71,France,2.75,Le Noir Amer,West Africa,Forastero
Valrhona,2007,0.64,France,3.25,Porcelana,Venezuela,Criollo
Valrhona,2006,0.66,France,3.0,Caraibe,Carribean,Trinitario
Valrhona,2006,0.7,France,4.0,Guanaja,South America,Criollo
Valrhona,2006,0.64,France,2.5,Gran Couva,Trinidad,Trinitario
Valrhona,2006,0.64,France,3.0,Porcelana,Venezuela,Criollo
Valrhona,2006,0.64,France,3.5,Sambirano,Madagascar,Trinitario
Vao Vao (Chocolaterie Robert),2009,0.72,Madagascar,2.75,Madagascar,Madagascar,Trinitario
Vao Vao (Chocolaterie Robert),2009,0.76,Madagascar,2.75,Madagascar,Madagascar,Trinitario
Vao Vao (Chocolaterie Robert),2009,0.8,Madagascar,2.75,Madagascar,Madagascar,Trinitario
Vao Vao (Chocolaterie Robert),2009,0.7,Madagascar,3.0,Madagascar,Madagascar,Trinitario
Vao Vao (Chocolaterie Robert),2009,0.68,Madagascar,3.0,Madagascar,Madagascar,Trinitario
Vao Vao (Chocolaterie Robert),2009,0.64,Madagascar,3.25,Madagascar,Madagascar,Trinitario
Videri,2014,0.9,U.S.A.,3.25,Dominican Republic,Dominican Republic,Unknown
Videri,2014,0.75,U.S.A.,3.5,Trinidad,Trinidad,Trinitario
Videri,2014,0.75,U.S.A.,3.5,Mindo,Ecuador,Unknown
Videri,2013,0.9,U.S.A.,3.75,Dark,South America,Unknown
Videri,2012,0.7,U.S.A.,3.25,Classic,South America,Unknown
Vintage Plantations (Tulicorp),2007,1.0,U.S.A.,2.0,Los Rios,Ecuador,Forastero
Vintage Plantations (Tulicorp),2007,0.9,U.S.A.,2.0,Los Rios,Ecuador,Forastero
Vintage Plantations (Tulicorp),2007,0.75,U.S.A.,3.0,Los Rios,Ecuador,Forastero
Vintage Plantations (Tulicorp),2007,0.65,U.S.A.,3.0,Los Rios,Ecuador,Forastero
Violet Sky,2015,0.77,U.S.A.,2.75,Sambirano,Madagascar,Trinitario
Violet Sky,2015,0.77,U.S.A.,3.0,Moho,Belize,Criollo
Violet Sky,2015,0.77,U.S.A.,3.0,Cuyagua,Venezuela,Criollo
Violet Sky,2015,0.77,U.S.A.,3.25,Peru,Peru,Criollo
Violet Sky,2015,0.77,U.S.A.,2.75,Cahabon,Guatemala,Trinitario
Vivra,2016,0.7,U.S.A.,2.5,Peru,Peru,Unknown
Vivra,2016,0.7,U.S.A.,2.5,Ocumare,Venezuela,Unknown
Vivra,2016,0.7,U.S.A.,3.0,Dominican Republic,Dominican Republic,Unknown
Wilkie's Organic,2013,0.75,Ireland,2.5,Amazonas,Peru,Criollo
Wilkie's Organic,2013,0.89,Ireland,2.75,Amazonas,Peru,Criollo
Wilkie's Organic,2013,0.75,Ireland,3.25,Tumbes,Peru,Criollo
Wilkie's Organic,2013,0.75,Ireland,2.75,Amazonas,Peru,Criollo
Willie's Cacao,2016,0.7,U.K.,4.0,Los Llanos,Colombia,Unknown
Willie's Cacao,2014,0.88,U.K.,3.0,Los Llanos,Colombia,Trinitario
Willie's Cacao,2013,1.0,U.K.,2.25,Java,Indonesia,Unknown
Willie's Cacao,2010,0.71,U.K.,3.0,Sambirano,Madagascar,Trinitario
Willie's Cacao,2010,0.72,U.K.,3.5,Hacienda Las Trincheras,Venezuela,Unknown
Willie's Cacao,2010,0.69,U.K.,3.75,Java,Indonesia,Unknown
Willie's Cacao,2009,0.7,U.K.,3.0,San Martin,Peru,Unknown
Willie's Cacao,2009,0.72,U.K.,3.25,Rio,Venezuela,Trinitario
Wm,2016,0.74,U.S.A.,3.0,Guasare,Venezuela,Criollo
Wm,2016,0.76,U.S.A.,3.5,Wild Beniano,Bolivia,Unknown
Wm,2016,0.75,U.S.A.,3.75,Ghana,Ghana,Unknown
Woodblock,2014,0.7,U.S.A.,3.0,Maranon,Peru,Forastero
Woodblock,2013,0.7,U.S.A.,3.25,Camino Verde,Ecuador,Unknown
Woodblock,2013,0.7,U.S.A.,3.5,Gran Couva,Trinidad,Trinitario
Woodblock,2012,0.7,U.S.A.,2.5,Ecuador,Ecuador,Unknown
Woodblock,2012,0.7,U.S.A.,3.0,Costa Rica,Costa Rica,Unknown
Woodblock,2012,0.7,U.S.A.,3.25,Sambirano,Madagascar,Trinitario
Woodblock,2011,0.7,U.S.A.,4.0,Ocumare,Venezuela,Unknown
Woodblock,2011,0.7,U.S.A.,3.5,La Red,Dominican Republic,Unknown
Zak's,2015,0.7,U.S.A.,3.0,Papua New Guinea,Papua New Guinea,Unknown
Zak's,2015,0.7,U.S.A.,3.25,Dominican Republic,Dominican Republic,Unknown
Zak's,2015,0.7,U.S.A.,3.25,Madagascar,Madagascar,Trinitario
Zak's,2015,0.7,U.S.A.,3.25,Peru,Peru,Unknown
Zak's,2015,0.7,U.S.A.,3.5,Belize,Belize,Trinitario
Zak's,2015,0.6,U.S.A.,3.0,House Blend,Unknown,Unknown
Zart Pralinen,2016,0.7,Austria,3.5,Millot,Madagascar,Criollo
Zart Pralinen,2016,0.7,Austria,2.75,UNOCACE,Ecuador,Nacional
Zart Pralinen,2016,0.85,Austria,2.75,San Juan,Trinidad,Trinitario
Zart Pralinen,2016,0.85,Austria,3.0,Kakao Kamili,Tanzania,Criollo
Zart Pralinen,2016,0.7,Austria,3.5,Kakao Kamili,Tanzania,Criollo
Zart Pralinen,2016,0.78,Austria,3.5,San Juan,Trinidad,Trinitario
Zokoko,2016,0.78,Australia,3.75,Guadalcanal,Solomon Islands,Unknown
Zokoko,2016,0.65,Australia,3.25,Goddess Blend,Unknown,Unknown
Zokoko,2011,0.68,Australia,3.5,Alto Beni,Bolivia,Unknown
Zokoko,2011,0.66,Australia,3.5,Tokiala,Papua New Guinea,Trinitario
Zokoko,2011,0.72,Australia,3.75,Tranquilidad,Bolivia,Unknown
Zotter,2014,0.8,Austria,2.75,Raw,Unknown,Unknown
Zotter,2012,0.72,Austria,3.5,Bocas del Toro,Panama,Unknown
Zotter,2012,0.65,Austria,3.5,Amazonas,Unknown,Unknown
Zotter,2012,0.7,Austria,3.0,Satipo,Peru,Criollo
Zotter,2012,0.7,Austria,3.5,Satipo,Peru,Criollo
Zotter,2012,0.62,Austria,3.75,Loma Los Pinos,Dominican Republic,Unknown
Zotter,2012,0.75,Austria,3.0,El Oro,Ecuador,Forastero
Zotter,2012,0.75,Austria,3.0,Huiwani Coop,Papua New Guinea,Criollo
Zotter,2012,0.9,Austria,3.25,El Ceibo Coop,Bolivia,Unknown
Zotter,2012,0.7,Austria,3.75,Santo Domingo,Dominican Republic,Unknown
Zotter,2012,0.68,Austria,3.25,Kongo,Congo,Forastero
Zotter,2012,0.58,Austria,3.5,India,Unknown,Unknown
Zotter,2011,0.7,Austria,3.75,Peru,Peru,Unknown
Zotter,2011,0.65,Austria,3.0,Congo,Congo,Forastero
Zotter,2011,0.65,Austria,3.5,Kerala State,India,Forastero
Zotter,2011,0.62,Austria,3.25,Kerala State,India,Unknown
Zotter,2010,0.65,Austria,3.0,Brazil,Brazil,Unknown
